UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Peripheral News,@_peripherals,2016-02-10T23:58:27.000Z,"Peripheral News
@_peripherals
·
Feb 10, 2016",#Apple Inc. ( $AAPL) is Braun Stacey Associates Inc.'s Largest Position. Read more: https://owler.com/iaApp/article/56bbce76e4b0fecf24f9fedf.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/697570352965120000
Computer News,@computer_hware,2016-02-10T23:58:27.000Z,"Computer News
@computer_hware
·
Feb 10, 2016",#Apple Inc. ( $AAPL) is Braun Stacey Associates Inc.'s Largest Position. Read more: https://owler.com/iaApp/article/56bbce76e4b0fecf24f9fedf.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/697570352948342784
IH News Desk,@IHNewsDesk,2016-02-10T23:58:13.000Z,"IH News Desk
@IHNewsDesk
·
Feb 10, 2016","$QID Filings Updated Wednesday, February 10, 2016 5:59:25 PM $DCAC $F $AAPL $XLP",,,,,['https://pbs.twimg.com/card_img/1640353348250488832/21aMmjK9?format=png&name=360x360'],https://twitter.com/IHNewsDesk/status/697570296463695872
Peripheral News,@_peripherals,2016-02-10T23:57:50.000Z,"Peripheral News
@_peripherals
·
Feb 10, 2016",#Apple Inc. ( $AAPL) is Braun Stacey Associates Inc.'s Largest Position. Read more: https://owler.com/iaApp/article/56bbce7be4b07306fc2956bf.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/697570197729779712
Monde Moreira,@MondeMoreira,2016-02-10T23:52:15.000Z,"Monde Moreira
@MondeMoreira
·
Feb 10, 2016",Better Get Your App On Or Risk Fading Into Oblivion: When the Apple (AAPL) App Store and Alphabet‘s (GOOGL) Go... http://bit.ly/1ot2BmC,,,,1,[],https://twitter.com/MondeMoreira/status/697568792822415360
David Allerton,@DavidAllerton45,2016-02-10T23:52:12.000Z,"David Allerton
@DavidAllerton45
·
Feb 10, 2016",Better Get Your App On Or Risk Fading Into Oblivion: When the Apple (AAPL) App Store and Alphabet‘s (GOOGL) Go... http://bit.ly/1ot2BmC,,,,1,[],https://twitter.com/DavidAllerton45/status/697568783733370880
ValueWalk - Exclusive hedge fund info (below),@valuewalk,2016-02-10T23:52:07.000Z,"ValueWalk - Exclusive hedge fund info (below)
@valuewalk
·
Feb 10, 2016",Fred Hickey: Tech To Be Hard Hit By Slowing Economy http://valuewalk.com/2016/02/fred-hickey/… $AAPL $TWTR $FB $GOOG $NFLX $AMZN $QCOM,,,2,6,['https://pbs.twimg.com/media/Ca5CLuzXEAUZpkJ?format=jpg&name=900x900'],https://twitter.com/valuewalk/status/697568762522943488
WLST.com,@wlstcom,2016-02-10T23:51:08.000Z,"WLST.com
@wlstcom
·
Feb 10, 2016",TSMC will be sole supplier of processors for next iPhones -Electronic Times $TSM $AAPL $SOX http://finance.yahoo.com/news/tsmc-sole-supplier-processors-next-234327133.html;_ylc=X1MDMTE5Nzc4NDE4NQRfZXgDMQRfeXJpZAM5amdjMmNoYmJuajNvBGcDZFhWcFpEeHVjejQzT0RBM05XSmlZUzFsWkRjd0xUTTVOekV0WW1JMU55MDNNV0k1WlRZM1lUSXpNVGM4Wm1sbGJHUStZV0Z3YkE9PQRsYW5nA2VuLVVTBG9yaWdfbGFuZwNlbgRvcmlnX3JlZ2lvbgNVUwRwb3MDMARyZWdpb24DVVMEc3ltYm9sA0FBUEw-…,,,1,2,['https://pbs.twimg.com/media/Ca5C3eSXEAAgE5-?format=png&name=small'],https://twitter.com/wlstcom/status/697568513209344001
Emylers,@Emylers,2016-02-11T23:59:08.000Z,"Emylers
@Emylers
·
Feb 11, 2016","AAPL Apple, Inc. Exchange
http://dlvr.it/KTgMWF

$AAPL $IYT $IWM $GFI  #stock #stocks",,,1,,[],https://twitter.com/Emylers/status/697932913606676480
Jorge Fernandez,@fernandez_jfm,2016-02-11T23:57:09.000Z,"Jorge Fernandez
@fernandez_jfm
·
Feb 11, 2016",#Markets: Apple Is Undervalued: Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year... http://onforb.es/1o869Ln #IBM @IBM_DS_Europe,,,1,,['https://pbs.twimg.com/card_img/1640075669286600705/vwclXZzC?format=jpg&name=medium'],https://twitter.com/fernandez_jfm/status/697932414924906496
Tech News,@TechieGabbage,2016-02-11T23:57:05.000Z,"Tech News
@TechieGabbage
·
Feb 11, 2016","Apple Is Undervalued: Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, although it remains ... http://onforb.es/1o4dVVQ",,,,,[],https://twitter.com/TechieGabbage/status/697932400345554948
Mike L.,@MikeWowBean,2016-02-11T23:57:00.000Z,"Mike L.
@MikeWowBean
·
Feb 11, 2016","Apple Is Undervalued: Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, although it remains ... http://onforb.es/1o869Ln",,,,,[],https://twitter.com/MikeWowBean/status/697932377541054464
AXNTHINKTANK ECONOMY,@ECONOMAXN,2016-02-11T23:56:58.000Z,"AXNTHINKTANK ECONOMY
@ECONOMAXN
·
Feb 11, 2016","@accionempresa
 Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, although ... http://onforb.es/1o869Ln 
@gerenciatodos
 ®",,,,,[],https://twitter.com/ECONOMAXN/status/697932368791736320
MANAGEMENT4ALL ®,@management4all,2016-02-11T23:56:57.000Z,"MANAGEMENT4ALL ®
@management4all
·
Feb 11, 2016","@accionempresa
 Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, although ... http://onforb.es/1o869Ln 
@gerenciatodos
 ®",,,,,['https://pbs.twimg.com/card_img/1640075669286600705/vwclXZzC?format=jpg&name=medium'],https://twitter.com/management4all/status/697932366954631168
TopBizCorp,@topbizcorp,2016-02-11T23:56:49.000Z,"TopBizCorp
@topbizcorp
·
Feb 11, 2016","Markets News - Apple Is Undervalued: Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, altho... http://onforb.es/1o869Ln",,,,,[],https://twitter.com/topbizcorp/status/697932330472644609
Steve M.,@NewsRunners,2016-02-11T23:56:47.000Z,"Steve M.
@NewsRunners
·
Feb 11, 2016","Apple Is Undervalued: Apple Inc. (NASDAQ:AAPL) is currently down almost 10% year to date, although it remains ... http://onforb.es/1o869Ln",,,,,[],https://twitter.com/NewsRunners/status/697932323329736704
iPhone shows,@iPhoneshows,2016-02-11T23:53:35.000Z,"iPhone shows
@iPhoneshows
·
Feb 11, 2016",The iPhone 7 Will Be Huge For Apple Stock (AAPL) - http://Investorplace.com http://dlvr.it/KTgHss,,,,,[],https://twitter.com/iPhoneshows/status/697931516605673474
Bob Levine,@idguy,2016-02-11T23:53:22.000Z,"Bob Levine
@idguy
·
Feb 11, 2016",Irrelevant. The fact that something is from MSFT or AAPL or GOOG is not the reason it's good or bad.,,,1,1,[],https://twitter.com/idguy/status/697931464818696192
Peripheral News,@_peripherals,2016-02-12T23:58:18.000Z,"Peripheral News
@_peripherals
·
Feb 12, 2016",#Apple ( $AAPL) initiates replacement program for MacBook USB-C charging cables. Read more: https://owler.com/iaApp/article/56be7169e4b074a07c63a6dd.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/698295093510340608
Computer News,@computer_hware,2016-02-12T23:58:18.000Z,"Computer News
@computer_hware
·
Feb 12, 2016",#Apple ( $AAPL) initiates replacement program for MacBook USB-C charging cables. Read more: https://owler.com/iaApp/article/56be7169e4b074a07c63a6dd.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/698295093497692160
Computer News,@computer_hware,2016-02-12T23:57:41.000Z,"Computer News
@computer_hware
·
Feb 12, 2016",#Apple ( $AAPL) Launches USB-C Charge Cable Replacement Program for Retina MacBook. Read more: https://owler.com/iaApp/article/56be7169e4b074a07c63a6df.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/698294938295865348
Peripheral News,@_peripherals,2016-02-12T23:57:41.000Z,"Peripheral News
@_peripherals
·
Feb 12, 2016",#Apple ( $AAPL) Launches USB-C Charge Cable Replacement Program for Retina MacBook. Read more: https://owler.com/iaApp/article/56be7169e4b074a07c63a6df.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/698294938279088128
Riton Khan,@RitonKhan,2016-02-12T23:57:22.000Z,"Riton Khan
@RitonKhan
·
Feb 12, 2016",Apple is replacing MacBook USB charging cables for free (aapl) http://read.bi/1obD29U,,,,,[],https://twitter.com/RitonKhan/status/698294860038742016
John Angel,@JohnAngel1977,2016-02-12T23:56:21.000Z,"John Angel
@JohnAngel1977
·
Feb 12, 2016",Apple is replacing MacBook USB charging cables for free (aapl) http://ift.tt/1Wijyea johnangel1977,,,,,[],https://twitter.com/JohnAngel1977/status/698294601686388737
Rosner Stocks,@rosnerstocks,2016-02-12T23:56:10.000Z,"Rosner Stocks
@rosnerstocks
·
Feb 12, 2016","$AAPL Opinions Updated Friday, February 12, 2016 5:59:21 PM $RSX $KLAC $IAU $RSX http://dlvr.it/KV9W5S",,,,,[],https://twitter.com/rosnerstocks/status/698294553967628288
Sam,@therealsam910,2016-02-12T23:55:49.000Z,"Sam
@therealsam910
·
Feb 12, 2016","Apple Inc. (AAPL) price at close, February 12, 2016, is 93.99.",,,,,[],https://twitter.com/therealsam910/status/698294469033070592
Hydra Markets,@HydraMarkets,2016-02-12T23:53:54.000Z,"Hydra Markets
@HydraMarkets
·
Feb 12, 2016","Apple is replacing MacBook USB charging cables for free (aapl), http://ift.tt/1PsruI5 http://HydraMarkets.com",,,,,['https://pbs.twimg.com/media/CbDWradWEAA2vaT?format=jpg&name=medium'],https://twitter.com/HydraMarkets/status/698293983953489925
Tamani,@UncleTamanii,2016-02-12T23:53:35.000Z,"Tamani
@UncleTamanii
·
Feb 12, 2016","Apple is making a TV series starring Dr. Dre (AAPL): Photo by Chelsea Lauren/Getty Images for BET
Rumors of Ap... http://bit.ly/1Pstdgr",,,,,[],https://twitter.com/UncleTamanii/status/698293905637318657
Cliff Feigenbaum,@CliffGMJ,2016-02-13T23:59:28.000Z,"Cliff Feigenbaum
@CliffGMJ
·
Feb 13, 2016",Review Of PostCapitalism By Paul Mason And The Winning Of The Carbon War By Jeremy Leggett http://seekingalpha.com/article/3894276-review-postcapitalism-paul-mason-winning-carbon-war-jeremy-leggett?source=tweet… $AAL $AAPL $ACN $C $COP,,,1,,[],https://twitter.com/CliffGMJ/status/698657775266635776
leahanne,@leahanneta,2016-02-13T23:59:07.000Z,"leahanne
@leahanneta
·
Feb 13, 2016","AAPL Apple, Inc. 52Wk High
http://dlvr.it/KVbs15

$AAPL $MMM $CYBR $URE.TO  #stock #nasdaq",,,,,[],https://twitter.com/leahanneta/status/698657688083787777
SF Education,@SFEducation,2016-02-13T23:57:26.000Z,"SF Education
@SFEducation
·
Feb 13, 2016",Apple Will Fall Below $90 by Next Week: http://stks.co/z0DHF $AAPL,,,,,[],https://twitter.com/SFEducation/status/698657263498596352
吳秉儒,@MrJackWu,2016-02-13T23:51:56.000Z,"吳秉儒
@MrJackWu
·
Feb 13, 2016",Will #AntoninScalia's death impact the stock market? $SPY $DJIA $FAS $FAZ $UWTI $DWTI $TVIX $UVXY $TWTR $AAPL $GOOG,,,,1,['https://pbs.twimg.com/card_img/1641356906915590145/nQoWMzLS?format=jpg&name=small'],https://twitter.com/MrJackWu/status/698655878069661697
Forex Alchemy,@forexalchemy,2016-02-13T23:51:42.000Z,"Forex Alchemy
@forexalchemy
·
Feb 13, 2016",#forex : Trade Update Jan29 FB AAPL NFLX by Options Trading Expert Hari Swaminathan http://bit.ly/1Cf2iLJ,,,,,[],https://twitter.com/forexalchemy/status/698655821459140608
Finding Technicals,@Find_Technicals,2016-02-13T23:51:05.000Z,"Finding Technicals
@Find_Technicals
·
Feb 13, 2016",Is The Long-Term Run Over For Apple (AAPL)? http://dlvr.it/KVbmKg,,,,,[],https://twitter.com/Find_Technicals/status/698655662645972992
MacHash,@MacHashNews,2016-02-13T23:25:09.000Z,"MacHash
@MacHashNews
·
Feb 13, 2016",Review: Atlas Wristband is an ambitious but flawed strength training… http://dlvr.it/KVbQVH #AppleInsider $AAPL,,,1,,['https://pbs.twimg.com/media/CbIZsJdUcAEqJle?format=jpg&name=900x900'],https://twitter.com/MacHashNews/status/698649138590666752
InstallWorld,@Install_World,2016-02-13T23:18:56.000Z,"InstallWorld
@Install_World
·
Feb 13, 2016",#AppleMusic #SonosSystems – Apple Music now available on Sonos systems; 3-month free trial for... http://tinyurl.com/jjawzor - #Apple #AAPL,,,,,[],https://twitter.com/Install_World/status/698647572466905088
Hodag35,@hodag35,2016-02-13T23:17:38.000Z,"Hodag35
@hodag35
·
Feb 13, 2016",Is The Long-Term Run Over For Apple (AAPL)?: It's difficult to argue that Apple has been one of the best perfo... http://bit.ly/1oetPxs,,,,,[],https://twitter.com/hodag35/status/698647247366410240
Stock_Tracker,@Stock_Tracker1,2016-02-13T23:17:37.000Z,"Stock_Tracker
@Stock_Tracker1
·
Feb 13, 2016","CVX Cyclacel Pharmaceuticals, Inc. Message Board Posts
http://dlvr.it/KVbKWt

$CVX $AAPL $DBL $TZA  #stock #stocks",,,,,[],https://twitter.com/Stock_Tracker1/status/698647243339870208
Chasing Stars,@Chasing__Stars,2016-02-14T23:59:03.000Z,"Chasing Stars
@Chasing__Stars
·
Feb 14, 2016","AAPL Apple, Inc. Market Cap
http://dlvr.it/KW110B

$AAPL $TWTR $TASR $EWW  #stock #stockmarket",,,,,[],https://twitter.com/Chasing__Stars/status/699020055938408448
iPad fans,@iPadfans,2016-02-14T23:52:29.000Z,"iPad fans
@iPadfans
·
Feb 14, 2016",iPad news:  Apple Inc. (AAPL) iPhone 5SE and iPad Air 3 Set To Go On Sale On March 18… http://goo.gl/fb/s8vZJ7,,,,1,[],https://twitter.com/iPadfans/status/699018402996871168
ELI GASS CPA,@gasseli,2016-02-14T23:52:12.000Z,"ELI GASS CPA
@gasseli
·
Feb 14, 2016",If You Had Purchased $100 of Apple in 2002 (AAPL) http://investopedia.com/articles/markets/021316/if-you-had-purchased-100-apple-2002-aapl.asp?utm_source=twitter&utm_medium=social&utm_campaign=shareurlbuttons…,,,,,[],https://twitter.com/gasseli/status/699018335439220736
Tyler Bentle,@TBMediaT,2016-02-14T23:51:35.000Z,"Tyler Bentle
@TBMediaT
·
Feb 14, 2016","@TIME
 @SEC_News
 @nbc
 @ABC
 @NatGeo
 @nationaljournal
 @appleinsider
 @AppleIncNews_
 @AppleiTweet
 @AppleInc_AAPL
 Happy Valentines DayEerybody!",✔,,,,[],https://twitter.com/TBMediaT/status/699018176462327808
High Tech Planet,@HighTechPlanet,2016-02-14T23:50:42.000Z,"High Tech Planet
@HighTechPlanet
·
Feb 14, 2016",Apple Inc. (AAPL) iPhone 5SE and iPad Air 3 Set To Go On Sale On March 18 http://salemstatelog.com/70258-apple-inc-aapl-iphone-5se-and-ipad-air-3-set-to-go-on-sale-on-march-18/…,,,,,[],https://twitter.com/HighTechPlanet/status/699017954415894529
John Hope,@JohnAHope,2016-02-14T23:49:53.000Z,"John Hope
@JohnAHope
·
Feb 14, 2016",$AAPL knows what it wants to be when it grows up! #AppleWatch #ApplePay #AppleCar #AppleMusic #AppleHome #ecosystem,,,,,['https://pbs.twimg.com/profile_images/954307286775812097/ELPHMJ1r_normal.jpg'],https://twitter.com/JohnAHope/status/699017749788549122
Computer News,@computer_hware,2016-02-14T23:49:02.000Z,"Computer News
@computer_hware
·
Feb 14, 2016","#Apple ( $AAPL), Dr. Dre Developing TV Series Together. Read more: https://owler.com/iaApp/article/56c1124de4b035a307398f08.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…",,,,,[],https://twitter.com/computer_hware/status/699017538093522944
Peripheral News,@_peripherals,2016-02-14T23:49:02.000Z,"Peripheral News
@_peripherals
·
Feb 14, 2016","#Apple ( $AAPL), Dr. Dre Developing TV Series Together. Read more: https://owler.com/iaApp/article/56c1124de4b035a307398f08.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…",,,,,[],https://twitter.com/_peripherals/status/699017538072514560
Computer News,@computer_hware,2016-02-14T23:44:06.000Z,"Computer News
@computer_hware
·
Feb 14, 2016",#Apple ( $AAPL) This date will kill your iPhone. Read more: https://owler.com/iaApp/article/56c1112ee4b074a07c6431a9.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699016296663355392
Peripheral News,@_peripherals,2016-02-14T23:44:06.000Z,"Peripheral News
@_peripherals
·
Feb 14, 2016",#Apple ( $AAPL) This date will kill your iPhone. Read more: https://owler.com/iaApp/article/56c1112ee4b074a07c6431a9.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/699016296575295489
SF Education,@SFEducation,2016-02-15T23:59:33.000Z,"SF Education
@SFEducation
·
Feb 15, 2016",Apple is a $70 - $85 Stock: http://stks.co/b3Jnn Agree or disagree? $AAPL,,,,,[],https://twitter.com/SFEducation/status/699382570325118976
Investors Hangout,@IHPosts,2016-02-15T23:57:13.000Z,"Investors Hangout
@IHPosts
·
Feb 15, 2016","$EQLB Opinions Updated Monday, February 15, 2016 6:41:21 PM $SFOR $HHSE $SIPC $AAPL http://dlvr.it/KWVc0f",,,,,[],https://twitter.com/IHPosts/status/699381981855948800
yumiko,@gz_yumiko,2016-02-15T23:57:01.000Z,"yumiko
@gz_yumiko
·
Feb 15, 2016","$SPY $AAPL 0 stocks are in downward trend 2016-02-12 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/699381933965332480
yumiko,@gz_yumiko,2016-02-15T23:57:01.000Z,"yumiko
@gz_yumiko
·
Feb 15, 2016","$SPY $AAPL 0 stocks are in upward trend 2016-02-12 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/699381933210402816
yumiko,@gz_yumiko,2016-02-15T23:57:01.000Z,"yumiko
@gz_yumiko
·
Feb 15, 2016","$SPY $AAPL 0 stocks appeared death cross 2016-02-12 more info, please check http://options-er.herokuapp.com/death",,,,,[],https://twitter.com/gz_yumiko/status/699381932363100160
Peripheral News,@_peripherals,2016-02-15T23:54:15.000Z,"Peripheral News
@_peripherals
·
Feb 15, 2016",Original Programming Wars Heat Up as #Apple ( $AAPL) Bows First Series. Read more: https://owler.com/iaApp/article/56c26525e4b035a30739fdbc.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/699381235890556928
Computer News,@computer_hware,2016-02-15T23:54:15.000Z,"Computer News
@computer_hware
·
Feb 15, 2016",Original Programming Wars Heat Up as #Apple ( $AAPL) Bows First Series. Read more: https://owler.com/iaApp/article/56c26525e4b035a30739fdbc.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699381235890524160
Computer News,@computer_hware,2016-02-15T23:51:47.000Z,"Computer News
@computer_hware
·
Feb 15, 2016",#Apple ( $AAPL) Got Into the TV Business So It Could Make TV Commercials for Apple Music. Read more: https://owler.com/iaApp/article/56c26483e4b0f587bffd360f.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699380614961627136
Peripheral News,@_peripherals,2016-02-15T23:51:47.000Z,"Peripheral News
@_peripherals
·
Feb 15, 2016",#Apple ( $AAPL) Got Into the TV Business So It Could Make TV Commercials for Apple Music. Read more: https://owler.com/iaApp/article/56c26483e4b0f587bffd360f.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/699380614936408064
Computer News,@computer_hware,2016-02-15T23:49:19.000Z,"Computer News
@computer_hware
·
Feb 15, 2016",#Apple ( $AAPL) What the Hell Is Going On With This 1970 iPhone Bug?. Read more: https://owler.com/iaApp/article/56c263f8e4b074a07c64e3d2.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699379994028429312
Peripheral News,@_peripherals,2016-02-16T23:59:55.000Z,"Peripheral News
@_peripherals
·
Feb 16, 2016",Carl Icahn Cuts Stake In #Apple ( $AAPL) By 13%. Read more: https://owler.com/iaApp/article/56c3b7f4e4b0f587bffef587.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/699745050784243713
Computer News,@computer_hware,2016-02-16T23:59:55.000Z,"Computer News
@computer_hware
·
Feb 16, 2016",Carl Icahn Cuts Stake In #Apple ( $AAPL) By 13%. Read more: https://owler.com/iaApp/article/56c3b7f4e4b0f587bffef587.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699745050742272000
Pure Cleaning Services,@PureCleaningSvc,2016-02-16T23:59:01.000Z,"Pure Cleaning Services
@PureCleaningSvc
·
Feb 16, 2016",Tiger Global has made a $1 billion bet on Apple (AAPL) http://ift.tt/1SRmb92,,,,,[],https://twitter.com/PureCleaningSvc/status/699744824652644352
Venky Srinivasan,@sssvenky,2016-02-16T23:57:30.000Z,"Venky Srinivasan
@sssvenky
·
Feb 16, 2016","$AAPL Weekly perspective. If it gets over 97.15, then sees 100 or even 107.55 or wherever 21 SMA is on Weekly.",,,4,3,['https://pbs.twimg.com/media/CbX93ItUUAAFm7t?format=jpg&name=medium'],https://twitter.com/sssvenky/status/699744441553125380
yumiko,@gz_yumiko,2016-02-16T23:56:33.000Z,"yumiko
@gz_yumiko
·
Feb 16, 2016","$SPY $AAPL 0 stocks are in downward trend 2016-02-16 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/699744202272321536
yumiko,@gz_yumiko,2016-02-16T23:56:32.000Z,"yumiko
@gz_yumiko
·
Feb 16, 2016","$SPY $AAPL 0 stocks are in upward trend 2016-02-16 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/699744201630621696
yumiko,@gz_yumiko,2016-02-16T23:56:32.000Z,"yumiko
@gz_yumiko
·
Feb 16, 2016","$SPY $AAPL 0 stocks appeared death cross 2016-02-16 more info, please check http://options-er.herokuapp.com/death",,,,,[],https://twitter.com/gz_yumiko/status/699744200921784320
Hydra Markets,@HydraMarkets,2016-02-16T23:54:41.000Z,"Hydra Markets
@HydraMarkets
·
Feb 16, 2016","Tiger Global has made a $1 billion bet on Apple (AAPL), http://ift.tt/1SRmb92 http://HydraMarkets.com",,,,,['https://pbs.twimg.com/media/CbX9N4HWIAMmfJE?format=jpg&name=medium'],https://twitter.com/HydraMarkets/status/699743732145524736
Peripheral News,@_peripherals,2016-02-16T23:54:22.000Z,"Peripheral News
@_peripherals
·
Feb 16, 2016",Customers Start Receiving Replacement USB-C Cables From #Apple ( $AAPL). Read more: https://owler.com/iaApp/article/56c3b698e4b074a07c6593bf.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/699743653489577984
Computer News,@computer_hware,2016-02-16T23:54:22.000Z,"Computer News
@computer_hware
·
Feb 16, 2016",Customers Start Receiving Replacement USB-C Cables From #Apple ( $AAPL). Read more: https://owler.com/iaApp/article/56c3b698e4b074a07c6593bf.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/699743653485383681
Emylers,@Emylers,2016-02-17T23:59:39.000Z,"Emylers
@Emylers
·
Feb 17, 2016","AAPL Apple, Inc. Ideas
http://dlvr.it/KXX8BJ

$AAPL $CHK $MO $AAL  #stocks #stockmarket",,,3,1,[],https://twitter.com/Emylers/status/700107370211311616
Peripheral News,@_peripherals,2016-02-17T23:59:23.000Z,"Peripheral News
@_peripherals
·
Feb 17, 2016",RBC Capital Reiterates Buy Rating for #Apple Inc. ( $AAPL). Read more: https://owler.com/iaApp/article/56c5094be4b0f587c001648c.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,,,,,[],https://twitter.com/_peripherals/status/700107303043801088
Computer News,@computer_hware,2016-02-17T23:59:23.000Z,"Computer News
@computer_hware
·
Feb 17, 2016",RBC Capital Reiterates Buy Rating for #Apple Inc. ( $AAPL). Read more: https://owler.com/iaApp/article/56c5094be4b0f587c001648c.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,,,,,[],https://twitter.com/computer_hware/status/700107303035351040
Tim,@TMcIrish,2016-02-17T23:58:51.000Z,"Tim
@TMcIrish
·
Feb 17, 2016","LIVE on #Periscope: Buy AAPL, SWKS & CY!  https://pscp.tv/w/aZUAuzFkclFlYVlQTkJRYkd8MWRSS1pwcWVQRG1KQk_Eyj7ij5XW6Cpvtp0rixtP6rHvlEzjUryYinQfU0GI…",😃,,,,[],https://twitter.com/TMcIrish/status/700107171082539008
OG Blockchain (Boycott NYC),@OGblockchain,2016-02-17T23:58:15.000Z,"OG Blockchain (Boycott NYC)
@OGblockchain
·
Feb 17, 2016",Can the government order you to perform services via conscription into gov't service? $AAPL #Apple #iPhone #SanBernardino,,,,,[],https://twitter.com/OGblockchain/status/700107019366309888
Computer News,@computer_hware,2016-02-17T23:58:09.000Z,"Computer News
@computer_hware
·
Feb 17, 2016","Lawmakers, advocacy groups, Snowden take sides in polarizing #Apple ( $AAPL) encryption debate. Read more: https://owler.com/iaApp/article/56c508fde4b074a07c6649ba.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…",,,,,[],https://twitter.com/computer_hware/status/700106992522653697
Peripheral News,@_peripherals,2016-02-17T23:58:09.000Z,"Peripheral News
@_peripherals
·
Feb 17, 2016","Lawmakers, advocacy groups, Snowden take sides in polarizing #Apple ( $AAPL) encryption debate. Read more: https://owler.com/iaApp/article/56c508fde4b074a07c6649ba.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…",,,,,[],https://twitter.com/_peripherals/status/700106992497496064
yumiko,@gz_yumiko,2016-02-17T23:57:11.000Z,"yumiko
@gz_yumiko
·
Feb 17, 2016","$SPY $AAPL 0 stocks are in downward trend 2016-02-17 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/700106750846894080
yumiko,@gz_yumiko,2016-02-17T23:57:11.000Z,"yumiko
@gz_yumiko
·
Feb 17, 2016","$SPY $AAPL 0 stocks are in upward trend 2016-02-17 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/700106750154833921
yumiko,@gz_yumiko,2016-02-17T23:57:11.000Z,"yumiko
@gz_yumiko
·
Feb 17, 2016","$SPY $AAPL 0 stocks appeared death cross 2016-02-17 more info, please check http://options-er.herokuapp.com/death",,,,,[],https://twitter.com/gz_yumiko/status/700106749559242752
@politicalexposure,@politicalexposure,2016-02-18T23:57:33.000Z,"@politicalexposure
@Silver2219
·
Feb 18, 2016",#PeteWilliams AAPL is a closed source model I believe AAPl #TimCook has direct knowledge of what is on every AAPL product all the time.,,,,,[],https://twitter.com/Silver2219/status/700469231624687617
