,tweet,Date
520,(Re)Mark Your Calendars: #Apple ( $AAPL)'s Product Event Will Be Held the Week of March 21. Read more: https://owler.com/iaApp/article/56d23430e4b0ec7c6a3c9a82.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-02-27
521,"Replying to 
@sidstacks",2016-02-27
522,"LRN Southwest Airlines Co. Bid Size
http://dlvr.it/KdrKqs

$LRN $AAPL $XLE $XLK  #share #pennystocks",2016-02-28
523,#Apple ( $AAPL) battles FBI over iPhone backdoor. Read more: https://owler.com/iaApp/article/56d3874fe4b0a09172f73dcc.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-02-28
524,#Apple ( $AAPL) battles FBI over iPhone backdoor. Read more: https://owler.com/iaApp/article/56d3874fe4b0a09172f73dcc.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-02-28
525,"AAPL Apple, Inc. Summary
http://dlvr.it/KfLqs2

$AAPL $FB $GE $BU.TO  #stockmarket #tradeideas",2016-02-29
526,Tomorrow the Judge will rule against Apple and the War over Privacy will Truly Begin http://dlvr.it/KfLqDy #PatentlyApple $AAPL,2016-02-29
527,The Wall Street Journal: Judge backs #Apple ( $AAPL) in locked-iPhone drug case. Read more: https://owler.com/iaApp/article/56d4db1ee4b0ec7c6a3dc8a1.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-02-29
528,The Wall Street Journal: Judge backs #Apple ( $AAPL) in locked-iPhone drug case. Read more: https://owler.com/iaApp/article/56d4db1ee4b0ec7c6a3dc8a1.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-02-29
529,"3 Stocks I Saw on TV: TSLA, AAPL, LVS. (March 01, 2016)",2016-03-01
530,"$SPY $AAPL 0 stocks are in downward trend 2016-03-01 more info, please check http://options-er.herokuapp.com",2016-03-01
531,"$SPY $AAPL 0 stocks are in upward trend 2016-03-01 more info, please check http://options-er.herokuapp.com",2016-03-01
532,How  Watch Complications Can Get Smarter http://dlvr.it/KgPKv2 #WatchAware $AAPL,2016-03-02
533,"@snapharmony
 : There's no way Donald Trump's plan to build iPhones in the US would actually work (AAPL) http://ift.tt/1UzR3u3",2016-03-02
534,Interesting to note that big-stock JOBs $AAPL and $GOOGL had bottom-fishing pocket pivots yesterday.,2016-03-02
535,The Next Trillion Dollar Tech Business   $GOOG  $FB  $DIS  $SNE  $AAPL  $MSFT  $QCOM  $NVDA Also $AMZN http://goo.gl/VO1Vqb,2016-03-03
536,Oculus founder says no Mac support coming until Apple builds 'good'… http://dlvr.it/KgwnPn #AppleInsider $AAPL,2016-03-03
537,"AAPL Apple, Inc. EOD Data
http://dlvr.it/Kgwn8b

$AAPL $TCK/B.TO $DIA $SBUX  #tradeideas #invest",2016-03-03
538,#Apple ( $AAPL) Geniuses Flock to Twitter. Read more: https://owler.com/iaApp/article/56da2163e4b025f16cdca6ae.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-04
539,#Apple ( $AAPL) Geniuses Flock to Twitter. Read more: https://owler.com/iaApp/article/56da2163e4b025f16cdca6ae.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-04
540,Chertoff says forcing #Apple ( $AAPL) to unlock iPhone equivalent to building a biological weapon. Read more: https://owler.com/iaApp/article/56da2134e4b025f16cdca6a6.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-04
541,U.S. Treasury Investigates Retaliatory Measures against the EU's Aggressive Investigation of… http://dlvr.it/Kht77D #PatentlyApple $AAPL,2016-03-05
542,The Top 10 Best Analyst Coverage on Apple Inc. (AAPL) http://cnafinance.com/the-top-10-best-analyst-coverage-on-apple-inc-aapl/4998…,2016-03-05
543,"Enjoyed discussing $Goog, $Msft supporting $Aapl Over the FBI w/@RhondaSchaffler http://thestreet.com/video/13483958/heres-why-google-and-facebook-support-apple-over-the-fbi.html… 
@thestreet",2016-03-05
544,"BlackBerry's 2016 Outlook: Is It Time To Buy? (BBRY, AAPL) http://investopedia.com/articles/markets/030616/blackberrys-2016-outlook-it-time-buy-bbry-aapl.asp?partner=YahooSA…",2016-03-06
545,My article on Donald Trump and AAPL stock was picked up by MSN Money!  http://a.msn.com/00/en-us/BBpSQNf?ocid=st…,2016-03-06
546,Trending Today: AAPL - http://mailv2.com/trending/AAPL.html… - Join the discussion.,2016-03-06
547,#Apple ( $AAPL) Mac OS X Ransomware Infects Transmission Bittorrent Client. Read more: https://owler.com/iaApp/article/56de15b1e4b02dada973524f.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-07
548,#Apple ( $AAPL) Mac OS X Ransomware Infects Transmission Bittorrent Client. Read more: https://owler.com/iaApp/article/56de15b1e4b02dada973524f.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-07
549,"$SPY $AAPL 0 stocks are in downward trend 2016-03-07 more info, please check http://options-er.herokuapp.com",2016-03-07
550,"$SPY $AAPL 0 stocks are in upward trend 2016-03-07 more info, please check http://options-er.herokuapp.com",2016-03-07
551,"Does $ITUS Have The ""Holy Grail"" On Defeating Cancer? $AAPL $NFLX http://goo.gl/lnjy2p",2016-03-08
552,"$SPY $AAPL 0 stocks are in downward trend 2016-03-08 more info, please check http://options-er.herokuapp.com",2016-03-08
553,"$SPY $AAPL 0 stocks are in upward trend 2016-03-08 more info, please check http://options-er.herokuapp.com",2016-03-08
554,"$SPY $AAPL 0 stocks are in downward trend 2016-03-09 more info, please check http://options-er.herokuapp.com",2016-03-09
555,"$SPY $AAPL 0 stocks are in upward trend 2016-03-09 more info, please check http://options-er.herokuapp.com",2016-03-09
556,"$SPY $AAPL 0 stocks appeared death cross 2016-03-09 more info, please check http://options-er.herokuapp.com/death",2016-03-09
557,Blockhead is the no-brainer accessory your #Apple ( $AAPL) charger always needed. Read more: https://owler.com/iaApp/article/56e20a0ce4b085a052f0b477.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-10
558,Blockhead is the no-brainer accessory your #Apple ( $AAPL) charger always needed. Read more: https://owler.com/iaApp/article/56e20a0ce4b085a052f0b477.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-10
559,"Apple just busted the biggest myth about how to save your iPhone's battery life (AAPL) http://sfgate.com/technology/businessinsider/article/Apple-just-busted-the-biggest-myth-about-how-to-6882034.php?cmpid=twitter-desktop… via 
@SFGate",2016-03-10
560,"$SPY $AAPL 0 stocks are in downward trend 2016-03-10 more info, please check http://options-er.herokuapp.com",2016-03-10
561,"$SPY $AAPL 0 stocks are in downward trend 2016-03-11 more info, please check http://options-er.herokuapp.com",2016-03-11
562,"$SPY $AAPL 0 stocks are in upward trend 2016-03-11 more info, please check http://options-er.herokuapp.com",2016-03-11
563,"$SPY $AAPL 0 stocks appeared death cross 2016-03-11 more info, please check http://options-er.herokuapp.com/death",2016-03-11
564,Can Apple Inc.’s March Event Revive AAPL Stock? | InvestorPlace - http://go.shr.lc/1V2lKs5,2016-03-12
565,U.S. DOT: Google's self-driving tech doesn't fully qualify as a driver yet http://dlvr.it/KmQWkP #Macworld $AAPL,2016-03-12
566,"Jam out with The ARC, an interactive musical experience like no other http://dlvr.it/KmQ4gL #Macworld $AAPL",2016-03-12
567,http://goo.gl/ScncSj <-- nice profit chart! Many millions in profit in a few years is impressive. $AAPL $LINE $VTAE,2016-03-12
568,"Replying to 
@mashable",2016-03-12
569,aapl should do ok not great bu\u2026 $AAPL,2016-03-12
570,Why Apple will eventually lose its fight against the government (AAPL) - http://businessinsider.com/apple-may-be-right-about-encryption-but-will-lose-eventually-2016-3…,2016-03-12
571,Why the iPhone the FBI Wants to Crack Likely Has No Crucial Data http://dlvr.it/KmPf45 #Fortune $AAPL,2016-03-12
572,"Rumor Roundup: What To Expect From Apple's March 21 Event $AAPL  http://benzinga.com/z/7672117 via 
@benzinga",2016-03-13
573,"AAPL Bid Size
See Here ---> http://dlvr.it/Kmqw1X

$AAPL $AMSC $CTO #nasdaq",2016-03-13
574,"$AAPL had a great close. FBI mess still around, product event on 03/21. Needs thru 103.50/104 for chance at 108.  101.50 and key 100 below",2016-03-13
575,"$AAPL ""It was said on Dec...""If oil stays above $30, markets will go up 7 to 8%"" on Yahoo! Finance message boards: http://bit.ly/1V4Uh9k",2016-03-13
576,"Should Apple, Inc. Have Hedged Its Bets With Convertibles?: Many years ago, Apple (NASDAQ:AAPL) and Microsoft (NASDAQ:MSFT) made cons...",2016-03-14
577,"Everything Is Bigger In Texas, Including Wearables http://seekingalpha.com/article/3958375-everything-bigger-texas-including-wearables?source=feed_f… $AAPL #APPLE $SNE $FOSL $UA $FIT $GOOG $GOOGL $NKE $GRMN",2016-03-14
578,Daily Recap: Video & look ahead. $spy $spx $qqq $iwm $uso $gld $amzn $googl $fb $aapl $scty $dis $tsla $baba  http://t3live.com/index.php/articles/market-analysis/5931-dr031416.html…,2016-03-14
579,"$SPY $AAPL 0 stocks are in downward trend 2016-03-14 more info, please check http://options-er.herokuapp.com",2016-03-14
580,#Apple ( $AAPL)'s Response To DOJ: Your Filing Is Full Of Blatantly Misleading Claims And Outrig... Read more: https://owler.com/iaApp/article/56e8a073e4b0014cd58b25b7.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-15
581,"$SPY $AAPL 0 stocks are in downward trend 2016-03-15 more info, please check http://options-er.herokuapp.com",2016-03-15
582,"$SPY $AAPL 0 stocks are in upward trend 2016-03-15 more info, please check http://options-er.herokuapp.com",2016-03-15
583,"$SPY $AAPL 0 stocks are in downward trend 2016-03-16 more info, please check http://options-er.herokuapp.com",2016-03-16
584,"$SPY $AAPL 0 stocks are in upward trend 2016-03-16 more info, please check http://options-er.herokuapp.com",2016-03-16
585,"$SPY $AAPL 0 stocks appeared death cross 2016-03-16 more info, please check http://options-er.herokuapp.com/death",2016-03-16
586,"$SPY $AAPL 0 stocks appeared golden cross 2016-03-16 more info, please check http://options-er.herokuapp.com/golden",2016-03-16
587,"$SPY $AAPL 0 stocks are in downward trend 2016-03-17 more info, please check http://options-er.herokuapp.com",2016-03-17
588,"$SPY $AAPL 0 stocks are in upward trend 2016-03-17 more info, please check http://options-er.herokuapp.com",2016-03-17
589,"$SPY $AAPL 0 stocks appeared death cross 2016-03-17 more info, please check http://options-er.herokuapp.com/death",2016-03-17
590,"$SPY $AAPL 12 stocks are in downward trend 2016-03-18 more info, please check http://options-er.herokuapp.com",2016-03-18
591,"$SPY $AAPL 138 stocks are in upward trend 2016-03-18 more info, please check http://options-er.herokuapp.com",2016-03-18
592,"$SPY $AAPL 4 stocks appeared death cross 2016-03-18 more info, please check http://options-er.herokuapp.com/death",2016-03-18
593,"#Apple ( $AAPL) is 'doing what's right' in iPhone encryption case, former CEO John Sculley says. Read more: https://owler.com/iaApp/article/56ec9401e4b0a4623cf722c5.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…",2016-03-18
594,"Apple (AAPL) Stock To Climb With This Year’s Unveiling Event http://dlvr.it/KqLkYY Via 
@personalincome",2016-03-18
595,"Apple (AAPL) Stock To Climb With This Year’s Unveiling Event http://goo.gl/SP9jnn via 
@personalincome",2016-03-18
596,#Apple ( $AAPL) v. Samsung: Supreme Decision Ahead?. Read more: https://owler.com/iaApp/article/56ec93bbe4b05ed29783e7e2.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-18
597,The latest leaked photos back up rumors that the iPhone 7 will kill off the headphone jack (AAPL) | http://buff.ly/1QDoV6k,2016-03-18
598,My technical thoughts on $AAPL after our  105.39 target acquired. http://ln.is/higherlow.com/mini/FtUWv…,2016-03-18
599,Dividend Contenders: 21 Increases Expected By May 31 http://ift.tt/1SZrOBp http://investwall.com #stocks #trading #investing $FB $AAPL,2016-03-18
600,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf73955.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-19
601,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf73955.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-19
602,$AAPL Max Pain is 102.00 for maturity 03/24/2016.  Price = 105.92. http://maximum-pain.com/max-pain.aspx?s=AAPL&e=03/24/2016…,2016-03-19
603,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf73959.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-19
604,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf73959.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-19
605,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf7395d.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware…,2016-03-19
606,Wolverton: We all have a stake in #Apple ( $AAPL)'s battle with the FBI. Read more: https://owler.com/iaApp/article/56ede6dee4b0a4623cf7395d.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_Peripherals…,2016-03-19
607,#Apple Prepares to Unveil Smaller iPhone With Narrower Ambitions $AAPL  http://hotpagenews.com/r/140442,2016-03-20
608,#Apple Prepares to Unveil Smaller iPhone With Narrower Ambitions $AAPL  http://hotpagenews.com/r/140442,2016-03-20
609,#Apple Prepares to Unveil Smaller iPhone With Narrower Ambitions $AAPL  http://hotpagenews.com/r/140442,2016-03-20
610,What Consumers & Investors Are Saying About Today's #Apple Event. Read more: http://owler.us/aaa9Nq $AAPL,2016-03-21
611,#Apple Now Selling Apple Pencil Replacement Tips. Read more: http://owler.us/aaa9Nr $AAPL,2016-03-21
612,"The Bureau's ""Outside Party"". $AAPL",2016-03-21
613,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:58, P/T 225.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-03-22
614,The best ad Apple produced from each year since its watershed 1984 Super Bowl hit (AAPL) http://goo.gl/kOF7uD,2016-03-22
615,#Apple and Samsung back in court over patents. Read more: http://owler.us/aacIDp $AAPL,2016-03-22
616,Apple’s fight with the FBI over unlocking an iPhone has set off a race among hackers http://on.wsj.com/1UNuKkA  $AAPL,2016-03-23
617,#Apple Why few hackers are lining up to help FBI crack iPhone encryption. Read more: http://owler.us/e2e $AAPL,2016-03-23
618,#Apple Why few hackers are lining up to help FBI crack iPhone encryption. Read more: http://owler.us/e1L $AAPL,2016-03-23
619,$AAPL Updated Chart,2016-03-24
620,"$MSFT $QQQ $AAPL: Most Active in After Hours as seen on SpeculatingStocks After-Hours, http://SpeculatingStocks.com/after-hours.php #specstocks",2016-03-24
621,$AAPL cash hoard now 36% of market cap. Weekly chart looks bullish. $SPY,2016-03-24
622,"Old Writ, New Age: What #Apple's FBI Fight Reveals About Outdated Privacy Laws. Read more: http://owler.us/aahN9i $AAPL",2016-03-24
623,#Apple seeks New York iPhone case delay. Read more: http://owler.us/aaf9zM $AAPL,2016-03-25
624,#Apple seeks New York iPhone case delay. Read more: http://owler.us/aaf9zX $AAPL,2016-03-25
625,"I've been pleasantly surprised by the new iPad Pro (AAPL): I didn't expect to like the new 9.7-inch iPad Pro.
... http://read.bi/22Abop1",2016-03-25
626,Wolverton: #Apple is still innovating and the jury is out on some recent products. Read more: http://owler.us/aaf9uy $AAPL,2016-03-25
627,"Replying to 
@OphirGottlieb",2016-03-26
628,"Apple iPhone 8: 5.8″ OLED Display, Glass Case In 2017: Analyst http://ow.ly/ZXAEn $AAPL",2016-03-26
629,"Apple Inc (AAPL) Stance In 2016 A Loser For Hedge Funds, A Winner For Mutual Funds?: Managers of hedge funds a... http://bit.ly/1ZEVqor",2016-03-26
630,"How Tesla Will Surpass Apple And Become The 'Most Valuable Company Ever Created' $AAPL $TSLA  http://benzinga.com/z/5473931 via 
@benzinga",2016-03-27
631,Will close some #AAPL longs purchased at 96.75 on monday  USD may strenghten further,2016-03-27
632,"Replying to 
@READY_2_PROFIT",2016-03-27
633,$AAPL Options #maxpain chart. #option #invest More with #OptionsPro FREE app at https://appsto.re/us/viPH2.i,2016-03-28
634,FBI says it has cracked terrorist's iPhone without #Apple's help. Read more: http://owler.us/aafoRE $AAPL,2016-03-28
635,FBI says it has cracked terrorist's iPhone without #Apple's help. Read more: http://owler.us/aafoRp $AAPL,2016-03-28
636,$AAPL Tim Cook is ruining this company. This Mavericks is a joke and iTunes is a convoluted mess. Steve would never let this shit happen.,2016-03-29
637,"RT $NFLX HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:51, P/T 106.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $FB $TSLA $QQQ",2016-03-29
638,"RT $QQQ HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:51, P/T 110.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA",2016-03-29
639,"RT $QQQ HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:58, P/T 107.50 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA",2016-03-30
640,"First iPhone SE Teardown Reveals Mix of iPhone 5s, 6, and 6s Components http://ift.tt/1UVnG6D #AAPL",2016-03-30
641,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:55, P/T 215.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-03-30
642,"RT $TSLA HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:56, P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-03-31
643,"Wait what? Now Apple is demanding the FBI to tell them how it cracked the terrorist iPhone security? Haha, you gotta be kidding me. $aapl",2016-03-31
644,New Apple Campus 2 drone flyover offers latest close-up of construction… http://dlvr.it/KxLTRC #9to5Mac $AAPL,2016-03-31
645,"Replying to 
@DueDiligenceBae",2016-03-31
646,A visual look at #Apple's 40-year history. Read more: http://owler.us/aapnXs $AAPL,2016-04-01
647,A visual look at #Apple's 40-year history. Read more: http://owler.us/aapnXK $AAPL,2016-04-01
648,#Apple iPhone SE 24 hours with a mini mid-range smartphone (video). Read more: http://owler.us/aapoaI $AAPL,2016-04-01
649,#Apple iPhone SE 24 hours with a mini mid-range smartphone (video). Read more: http://owler.us/aapoaa $AAPL,2016-04-01
650,1 Important Update to #Apple Inc's iPad Pro Few Noticed. Read more: http://owler.us/aaohwL $AAPL,2016-04-02
651,1 Important Update to #Apple Inc's iPad Pro Few Noticed. Read more: http://owler.us/aaohwl $AAPL,2016-04-02
652,1 Important Update to Apple Inc's iPad Pro Few Noticed http://ift.tt/1RUdwTI #AAPL,2016-04-02
653,"As Apple Turns 40, Do Its Best Days Lie Ahead?: Though endlessly debatable, Apple (NASDAQ:AAPL) is arguably th... http://wxhm.a.boysofts.com/1Qdu",2016-04-03
654,"As Apple Turns 40, Do Its Best Days Lie Ahead?: Though endlessly debatable, Apple (NASDAQ:AAPL) is arguably th... http://wxhm.a.boysofts.com/1Qdr",2016-04-03
655,"As #Apple Turns 40, Do Its Best Days Lie Ahead?. Read more: http://owler.us/aaowwU $AAPL",2016-04-03
656,"#Apple Stock Will Decline in Coming Days, and You Can Profit With This Options Trade. Read more: http://owler.us/aanigt $AAPL",2016-04-04
657,"#Apple Stock Will Decline in Coming Days, and You Can Profit With This Options Trade. Read more: http://owler.us/aanifZ $AAPL",2016-04-04
658,"$TSLA After the whiff today, i'm convinced the only way to save tesla is selling it to $AAPL.  Hey, it'd save $AAPL too.",2016-04-04
659,"RT $TSLA HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:31, P/T 265.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-04-05
660,"$AAPL Still above the 8D, reversal candle yesterday. Working off overbought condition. http://schrts.co/YRDuFx",2016-04-05
661,If Apple rips up again I'm going to make another killing on my 110 calls I bought today. Let's go $AAPL,2016-04-05
662,#Apple Inc. is Farmers Trust Co.'s 7th Largest Position. Read more: http://owler.us/aaswIn $AAPL,2016-04-06
663,#Apple Inc. is Farmers Trust Co.'s 7th Largest Position. Read more: http://owler.us/aaswIX $AAPL,2016-04-06
664,"#Apple's fixing iOS bugs with Siri update, first iOS 9.3.2 beta. Read more: http://owler.us/aasvWP $AAPL",2016-04-06
665,"RT $QQQ HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:50, P/T 108.50 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA",2016-04-06
666,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:56, P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-04-07
667,"#SizeDoesMatter - Thank You 
@tim_cook
 / $AAPL for listening & releasing #iPhoneSE #LittleLove $VZ $T $TMUS $S",2016-04-07
668,"RT $QQQ HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:53, P/T 107.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA",2016-04-07
669,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:53, P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-04-07
670,"Replying to 
@kadavy",2016-04-08
671,The government still wants Apple to help it crack an iPhone in New York (AAPL) ~ via Business Insider http://read.bi/1oK9P5b,2016-04-08
672,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Down trend day but ended up,2016-04-08
673,Please read this/Apple Watch's Future Will Include Smart Watch Bands - Apple Inc. (NASDAQ:AAPL) | Seeking Alpha,2016-04-09
674,4 Top Ranked Airlines Ready To Take Off http://snip.ly/eknkb http://investwall.com #stocks #trading #investing $FB $AAPL,2016-04-09
675,The Bovespa Bounce http://snip.ly/iuqh6 http://investwall.com #stocks #trading #investing $FB $AAPL,2016-04-09
676,"Siri, Kobe Bryant & Michael B. Jordan feature in latest #Apple TV ad. Read more: http://owler.us/aarKxY $AAPL",2016-04-10
677,"Siri, Kobe Bryant & Michael B. Jordan feature in latest #Apple TV ad. Read more: http://owler.us/aarKye $AAPL",2016-04-10
678,"ANY Exchange
http://dlvr.it/L1kpMr

$ANY $GDSI $AAPL $TALK  #stock #investing",2016-04-10
679,Looks like there is a lot of spam going on in the different stock symbol threads $spy $aapl.,2016-04-11
680,"$QQQ $AAPL $KLAC: Most Active in After Hours as seen on SpeculatingStocks After-Hours, http://SpeculatingStocks.com/after-hours.php #specstocks",2016-04-11
681,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:51, P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-04-11
682,Raymond James Reiterates Market Perform Rating for #Apple Inc. (). Read more: http://owler.us/aazBa0 $AAPL,2016-04-12
683,Raymond James Reiterates Market Perform Rating for #Apple Inc. (). Read more: http://owler.us/aazBaG $AAPL,2016-04-12
684,"Replying to 
@calcsam",2016-04-12
685,#Apple This is Microsoft's Word Flow keyboard for iPhone. Read more: http://owler.us/aazAWk $AAPL,2016-04-12
686,"APPLE vs FANG 
$AAPL +17.5% vs #FANG +3.8% Avg since February 1st
$FB -3.74%
$AMZN 7.86%
$NFLX 14.77%
$GOOGL -3.57%",2016-04-13
687,Kobe Bryant Overshadows #Apple TV in New Commercial. Read more: http://owler.us/aaBfCj $AAPL,2016-04-13
688,Kobe Bryant Overshadows #Apple TV in New Commercial. Read more: http://owler.us/aaBfCQ $AAPL,2016-04-13
689,"@Enlightenme
 @ThomasJefferson
 saving this post so I can come back and call you a moron post ER for shorting AAPL.",2016-04-13
690,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 19:55 P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-04-14
691,"Replying to 
@CNN",2016-04-14
692,"The App Store is such a mess, Apple might make apps pay to appear in search (AAPL) http://themapstories.net/news/199143/the-app-store-is-such-a-mess-apple-might-make-apps-pay-to-appear-in-search-aapl…",2016-04-14
693,"The App Store is such a mess, Apple might make apps pay to appear in search (AAPL) http://themapstories.net/news/199142/the-app-store-is-such-a-mess-apple-might-make-apps-pay-to-appear-in-search-aapl…",2016-04-14
694,"Replying to 
@LibertyRPF",2016-04-14
695,"Replying to 
@DonatelloCap",2016-04-14
696,"The App Store is such a mess, Apple might make apps pay to appear in search (AAPL) http://themapstories.net/news/199144/the-app-store-is-such-a-mess-apple-might-make-apps-pay-to-appear-in-search-aapl…",2016-04-14
697,"#Apple, FBI set to resume encryption fight at House hearing - CNET. Read more: http://owler.us/aaCW54 $AAPL",2016-04-14
698,"Replying to 
@LibertyRPF",2016-04-14
699,#Apple stops patching QuickTime for Windows despite 2 active vulnerabilities. Read more: http://owler.us/aaCW6z $AAPL,2016-04-14
700,"Facebook's bots are an 'existential threat' to Apple, says Wall Street analyst (AAPL, FB) http://read.bi/1T46EjC",2016-04-15
701,#Apple says it has the 'most effective security organization in the world'. Read more: http://owler.us/aaEQap $AAPL,2016-04-15
702,There's gold in them thar phones! #Apple pulls a (literal) ton of gold out of old hardware. Read more: http://owler.us/aaEQay $AAPL,2016-04-15
703,"#Apple's iPad multitasking has 'profound impact' on live video viewing, MLB finds. Read more: http://owler.us/aaEQaS $AAPL",2016-04-15
704,"#Apple's iPad multitasking has 'profound impact' on live video viewing, MLB finds. Read more: http://owler.us/aaEQao $AAPL",2016-04-15
705,There's gold in them thar phones! #Apple pulls a (literal) ton of gold out of old hardware. Read more: http://owler.us/aaEQaT $AAPL,2016-04-15
706,"{Charts} Stock Market Recap 4-16-16 $SPY $SPX $GLD $SLV $GDX $GDXJ $DUST $QQQ $IWM $USO $AAPL $FB $TWTR https://youtu.be/mL8QOI7N7c0 via 
@YouTube",2016-04-16
707,#Apple Games That Are Gorgeous. Read more: http://owler.us/aaFnVl $AAPL,2016-04-16
708,#Apple Games That Are Gorgeous. Read more: http://owler.us/aaFnVR $AAPL,2016-04-16
709,#Apple Recovered $40 Million Worth Of Gold From Recycled Electronic Devices In 2015. Read more: http://owler.us/aaFBdN $AAPL,2016-04-17
710,#Apple Recovered $40 Million Worth Of Gold From Recycled Electronic Devices In 2015. Read more: http://owler.us/aaFBec $AAPL,2016-04-17
711,Apple Inc. selects Shawnee Heights to pilot iOS 9.3 iPad software for ... http://ift.tt/1QgwUTq #AAPL,2016-04-17
712,"Replying to 
@pbmech",2016-04-17
713,#Apple The average iPhone is unlocked 80 times per day (). Read more: http://owler.us/ablVE8 $AAPL,2016-04-18
714,#Apple The average iPhone is unlocked 80 times per day (). Read more: http://owler.us/ablVFr $AAPL,2016-04-18
